	id	text	lemma_tokens	topic_id	topic_keywords	score	all_scores_0	all_scores_1	all_scores_2	all_scores_3	all_scores_4	principal component 1	principal component 2
27	1.57923E+18	wandaaaaaa #avengersendgame	"{'avengersendgame', 'wandaaaaaa'}"	0	{'avengersendgame'}	0.59530574	0.595305741	0.100205913	0.10326194	0.10083542	0.100390978	-0.479735645	0.678262754
28	1.57923E+18	puree wandaaaaaaaaaa #avengersendgame	"{'puree', 'avengersendgame', 'wandaaaaaaaaaa'}"	0	{'avengersendgame'}	0.5953575	0.595357478	0.100205757	0.103211448	0.100834675	0.100390673	-0.479673046	0.678403748
29	1.57923E+18	"wanda vs thanos , bruiuuhh \you willl\"" #avengersendgame"""	"{'avengersendgame', 'bruiuuhh', 'vs', 'willl\\', 'thanos', 'wanda', '\\you'}"	2	{'avengersendgame'}	0.7131593	0.033642281	0.184379518	0.713159323	0.03411394	0.03470495	-1.104968682	-1.326542707
30	1.57923E+18	mommy wanda #avengersendgame	"{'avengersendgame', 'wanda', 'mommy'}"	1	set()	0.58967346	0.257943898	0.58967346	0.051727518	0.050446231	0.050208915	1.005267546	-0.463384798
31	1.57923E+18	buckyyyyyy. wshhh #avengersendgame	"{'avengersendgame', 'buckyyyyyy', 'wshhh'}"	0	{'avengersendgame'}	0.59534323	0.595343232	0.100205801	0.103225373	0.100834884	0.100390762	-0.479690325	0.6783649
32	1.57922E+18	chadwick #avengersendgame	"{'avengersendgame', 'chadwick'}"	2	{'avengersendgame'}	0.73135537	0.068132363	0.066741221	0.731355369	0.06696362	0.066807456	-1.435767464	-1.041262716
33	1.57922E+18	"\on your left\"" #avengersendgame"""	"{'avengersendgame', 'left\\', '\\on'}"	2	{'avengersendgame'}	0.79908293	0.050643194	0.050066277	0.799082935	0.050140411	0.050067168	-1.600323452	-1.211577409
34	1.57922E+18	on your left #avengersendgame	"{'leave', 'avengersendgame'}"	0	{'avengersendgame'}	0.72720253	0.727202535	0.068185546	0.068968602	0.067808762	0.067834564	-0.587886713	0.810438335
35	1.57922E+18	why didn't the #avengers just go back in time right before thanos destroyed the stones? #avengersendgame	"{'avengersendgame', 'avenger', 'time', 'stone', 'thano', 'destroy', 'right'}"	2	{'avengersendgame'}	0.89790624	0.025909474	0.025261724	0.897906244	0.025481988	0.025440551	-1.842092667	-1.459100636
36	1.57922E+18	"also, when iron man got to talk to his father man, shit #avengersendgame angels helped make this movie cuz yeah"	"{'avengersendgame', 'help', 'man', 'movie', 'yeah', 'talk', 'cuz', 'angel', 'father', 'iron', 'shit'}"	3	{'man'}	0.30202433	0.015736556	0.205779061	0.207185671	0.302024335	0.269274414	0.029103459	0.375192368
37	1.57922E+18	i needed that #avengersendgame opened up feelings i've been ignoring. sounds crazy but when thor got a second to talk to his mother again and she told him he was worthy let's just say it's been a long time coming	"{'avengersendgame', 'long', 'need', 'mother', 'let', 'ignore', 'open', 'time', 'come', 'crazy', 'talk', 'tell', 'thor', 'second', 'feeling', 'sound', 'worthy'}"	2	"{'avengersendgame', 'thor'}"	0.57530904	0.01133569	0.011516381	0.575309038	0.01140364	0.390435219	-1.381649607	-0.352058241
38	1.57922E+18	tonystark >>> all avengers #avengersendgame	"{'avengersendgame', 'avenger', '>', 'tonystark'}"	2	{'avengersendgame'}	0.8853236	0.028823176	0.028584925	0.885323584	0.028670449	0.028597882	-1.810732366	-1.427944344
39	1.57922E+18	thor me fume #avengersendgame	"{'avengersendgame', 'fume', 'thor'}"	2	"{'avengersendgame', 'thor'}"	0.79896134	0.050678998	0.050145119	0.798961341	0.050142955	0.050071593	-1.599922365	-1.211429103
40	1.57922E+18	tony et howard #avengersendgame	"{'tony', 'avengersendgame', 'et', 'howard'}"	2	{'avengersendgame'}	0.8384919	0.040483873	0.040121675	0.838491917	0.040718656	0.04018385	-1.696374723	-1.309843224
41	1.57922E+18	omg carter #avengersendgame	"{'avengersendgame', 'omg', 'carter'}"	2	{'avengersendgame'}	0.7976232	0.051025376	0.050756332	0.797623217	0.050209783	0.050385308	-1.596162852	-1.208994555
42	1.57922E+18	les starks #avengersendgame	"{'avengersendgame', 'le', 'stark'}"	2	{'avengersendgame'}	0.51224464	0.051035751	0.050061401	0.512244642	0.05116294	0.335495293	-1.147469476	-0.265897322
43	1.57922E+18	#avengersendgame ne vaut pas le infinity war...	"{'avengersendgame', 'infinity', 'le', 'vaut', 'war', 'pas', 'ne'}"	3	set()	0.45489764	0.443940997	0.033396199	0.033693284	0.454897642	0.034071911	-0.148794086	1.299978049
44	1.57922E+18	ah stan lee...#avengersendgame	"{'ah', '#avengersendgame', 'lee', 'stan'}"	1	set()	0.4960854	0.041266255	0.496085405	0.041317128	0.381318986	0.040012281	1.165329868	0.0681209
45	1.57921E+18	rocket #avengersendgame	"{'rocket', 'avengersendgame'}"	2	{'avengersendgame'}	0.7306964	0.068791844	0.066741109	0.73069638	0.066963397	0.066807322	-1.434930458	-1.039418089
46	1.57921E+18	that #redeemteam movie is the hoopers equivalent to the #avengersendgame i'm in here really genuinely smiling like it's happening right now	"{'avengersendgame', 'happen', 'equivalent', 'movie', 'genuinely', 'redeemteam', 'hooper', 'smile', 'right'}"	2	"{'avengersendgame', 'movie'}"	0.42705694	0.025653288	0.298635334	0.427056938	0.223079517	0.025574869	-0.144034339	-0.658170407
47	1.57921E+18	loki my love i missed you #avengersendgame	"{'love', 'avengersendgame', 'miss', 'loki'}"	2	{'avengersendgame'}	0.83755255	0.040726427	0.040570937	0.837552547	0.040827654	0.040322449	-1.693616488	-1.308173521
48	1.57921E+18	"\that's america's ass\"" #avengersendgame"""	"{'avengersendgame', '\\that', 'ass\\', 'america'}"	2	{'avengersendgame'}	0.8387161	0.040633969	0.040404093	0.83871609	0.040185202	0.04006061	-1.6965355	-1.311677731
49	1.57921E+18	"\ i love you 3000\"" #avengersendgame"""	"{'love', '3000\\', 'avengersendgame'}"	0	{'avengersendgame'}	0.79784304	0.797843039	0.050484184	0.051232915	0.050202571	0.050237339	-0.648245694	0.880825284
50	1.57921E+18	nan thor #avengersendgame	"{'avengersendgame', 'nan', 'thor'}"	0	{'avengersendgame'}	0.46361715	0.463617146	0.050038204	0.386127084	0.050141886	0.050075643	-1.075458224	-0.055597126
51	1.57921E+18	rocket #avengersendgame	"{'rocket', 'avengersendgame'}"	2	{'avengersendgame'}	0.7306716	0.068816483	0.066741124	0.730671585	0.066963471	0.066807352	-1.434898756	-1.039348684
52	1.57921E+18	thor me fume #avengersendgame	"{'avengersendgame', 'fume', 'thor'}"	2	"{'avengersendgame', 'thor'}"	0.7989572	0.050683081	0.050145142	0.798957229	0.05014297	0.050071601	-1.599917058	-1.211417615
53	1.57921E+18	thor #avengersendgame	"{'avengersendgame', 'thor'}"	2	"{'avengersendgame', 'thor'}"	0.7313583	0.068115868	0.066743366	0.73135829	0.06696745	0.066815004	-1.435757199	-1.041269363
54	1.5792E+18	clint #avengersendgame	"{'avengersendgame', 'clint'}"	0	{'avengersendgame'}	0.7313444	0.731344402	0.066727005	0.068172283	0.066951223	0.066805117	-0.592794127	0.815077383
55	1.5792E+18	#avengersendgame need revoir morgan	"{'avengersendgame', 'need', 'morgan', 'revoir'}"	2	{'avengersendgame'}	0.4668478	0.380930811	0.050668385	0.466847807	0.050787885	0.050765097	-1.175073903	-0.282233743
56	1.5792E+18	le ragondin #avengersendgame	"{'avengersendgame', 'le', 'ragondin'}"	4	set()	0.4444983	0.350857377	0.066810735	0.06918101	0.068652608	0.444498301	-0.476593212	1.001266188
57	1.57919E+18	let's go ! #avengersendgame @tf1 @marvelfr	"{'avengersendgame', 'tf1', 'marvelfr', 'let'}"	2	{'avengersendgame'}	0.7977496	0.050845057	0.050326791	0.797749579	0.050519351	0.050559193	-1.597179168	-1.207935272
58	1.57916E+18	sorry but i can't be the only one who sees joe biden when they age chris evans in #avengersendgame	"{'avengersendgame', 'biden', 'joe', 'chris', 'see', 'age', 'sorry', 'evans'}"	0	{'avengersendgame'}	0.6555814	0.655581415	0.022916194	0.276439577	0.022573166	0.022489684	-1.064022717	0.282410308
59	1.57845E+18	but thanos was powerful. #avengersendgame	"{'avengersendgame', 'powerful', 'thanos'}"	2	{'avengersendgame'}	0.5476191	0.050970059	0.050843835	0.547619104	0.050568968	0.299998015	-1.201628044	-0.385006638
60	1.57834E+18	"#avatar, #avengersendgame are also@made on large scale and also for theatre experience but it doesn't mean they will not look good in 2d nd tv #adipurush team should notice that nd make good vfx"	"{'avengersendgame', 'scale', 'adipurush', 'vfx', 'alsomade', 'experience', 'large', 'avatar', 'good', 'theatre', 'notice', 'look', '2d', 'mean', 'nd', 'team', 'tv'}"	4	{'good'}	0.3787148	0.262218088	0.336389393	0.011376956	0.011300743	0.3787148	0.327980334	0.411336795
61	1.57817E+18	the #mcu should have stopped after #avengersendgame #marvel	"{'avengersendgame', 'stop', 'marvel', 'mcu'}"	4	{'marvel'}	0.7049965	0.04220425	0.040758189	0.171180829	0.040860187	0.704996526	-0.643568207	0.88714173
62	1.57789E+18	like seriously kevin..... you changed the name of atlantis to taloken. i know u like that ur own touch kind off stuffs but bruh that's too much...... you guys literally changed namor's whole origin story... #wakandaforever #blackpanther2 #avengers #marvel #avengersendgame	"{'marvel', 'avengersendgame', 'change', 'touch', 'avenger', 'ur', 'story', 'atlantis', 'origin', 'kind', 'namor', 'seriously', 'guy', 'kevin', 'blackpanther2', 'u', 'literally', 'taloken', 'bruh', 'stuff', 'wakandaforever', 'know'}"	4	{'marvel'}	0.40761992	0.221970767	0	0	0.352558583	0.407619923	-0.215827238	1.559333303
63	1.57729E+18	"just watched #avengersendgame again and literally my eyes were in tear again. got goosebumps when i saw natasha and tony dying. the marvel has actually set a benchmark where no movie can beat this one. will miss you #ironman,#captainamerica and #blackwidow everytime."	"{'avengersendgame', 'marvel', 'die', 'miss', 'see', 'beat', 'blackwidow', 'benchmark', 'tony', 'watch', 'actually', 'tear', 'everytime', 'goosebump', 'eye', 'literally', 'set', 'movie', 'ironman,#captainamerica', 'natasha'}"	2	"{'avengersendgame', 'watch', 'movie'}"	0.74572253	0.010367438	0.223291636	0.745722532	0.010309825	0.01030854	-1.06587506	-1.546480096
64	1.5772E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.964895	0.96489501	0	0	0	0	-0.792002471	1.045932669
65	1.57717E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.96489483	0.964894831	0	0	0	0	-0.79200233	1.045932478
66	1.57715E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.96489584	0.964895844	0	0	0	0	-0.792003126	1.045933559
67	1.57705E+18	when i tell people the og6 avengers survived the snap of thanos...the 5 seconds of perplexed/concentration sure is worth it. i mean ya welcome!! #avengersinfinitywar #marvelstudios #avengersendgame #facts	"{'avengersendgame', 'avenger', 'og6', 'worth', 'survive', 'welcome', 'tell', 'second', 'thano', 'snap', 'avengersinfinitywar', 'fact', 'mean', 'marvelstudio', 'perplex', 'people', 'concentration', 'sure', '5'}"	2	{'avengersendgame'}	0.6624186	0.129979745	0.011366529	0.662418604	0.184857115	0.011377953	-1.379153125	-0.640191525
68	1.57705E+18	#avengers4 #avengersendgame #capta this is quite a heavy hand with the union.	"{'avengersendgame', 'heavy', 'union', 'capta', 'hand', 'avengers4'}"	2	{'avengersendgame'}	0.88487417	0.028833315	0.028784834	0.884874165	0.028798012	0.028709682	-1.809345381	-1.427022961
69	1.57699E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.9648959	0.964895904	0	0	0	0	-0.792003173	1.045933622
70	1.57696E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.9648952	0.964895189	0	0	0	0	-0.792002611	1.04593286
71	1.57693E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.96489507	0.96489507	0	0	0	0	-0.792002518	1.045932732
72	1.5769E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.9648953	0.964895308	0	0	0	0	-0.792002705	1.045932987
73	1.57688E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79b 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97b	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', '2.79b', '2.06b', 'avengersinfinitywar', '-2.9b', '4', 'spidermannowayhome', 'movie', 'high', '1.97b', '5'}"	0	{'movie'}	0.9648949	0.964894891	0	0	0	0	-0.792002377	1.045932542
74	1.57688E+18	highest grossing movie in the world 1. #avatar -$2.9b 2. #avengersendgame- $2.79m 3. #titanic - $2.2b 4. #starwarstheforceawakens - $2.06b 5. #avengersinfinitywar - $2.04b 6. #spidermannowayhome - $1.97m	"{'6', 'avengersendgame-', '2', 'starwarstheforceawaken', '1', 'avatar', 'm', '1.97', '3', 'grossing', 'titanic', 'world', '2.2b', '2.04b', 'avengersinfinitywar', '2.06b', '-2.9b', '4', 'spidermannowayhome', '2.79', 'movie', 'high', '5'}"	0	"{'m', 'movie'}"	0.9663616	0.966361582	0	0	0	0	-0.793153882	1.047496827
75	1.57677E+18	#avengersendgame is the best movie i've ever seen in my life. the effects were great and the acting was phenomenal. thank you marvel for making this movie!	"{'avengersendgame', 'marvel', 'act', 'phenomenal', 'life', 'thank', 'good', 'movie', 'effect', 'make', 'see', 'great'}"	1	{'movie'}	0.41425055	0.014653468	0.414250553	0.192299262	0.014497324	0.364299417	0.336646145	-0.29353743
76	1.57658E+18	you just can't cry during the end of #endgame #avengersendgame. there's never going to be a hero like tony stark. i want no tony variants in #avengerssecretwars	"{'avengersendgame', 'end', 'stark', 'go', 'endgame', 'tony', 'variants', 'avengerssecretwar', 'hero', 'cry'}"	2	{'avengersendgame'}	0.77656424	0.018484958	0.018484605	0.77656424	0.168029219	0.01843702	-1.522497479	-0.987868114
77	1.57644E+18	"girls in pop culture fandoms are so weird. they'll say shit like \omg #jefferydahmer never got to see #avengersendgame! he would've loved steve and bucky!!\"" like what??!"""	"{'avengersendgame', 'weird', 'love', 'jefferydahmer', 'steve', 'bucky\\', 'pop', 'fandom', 'culture', '\\omg', 'girl', 'shit'}"	2	{'avengersendgame'}	0.628815	0.315881699	0.018464761	0.628814995	0.01846227	0.018376222	-1.532295241	-0.698290163
78	1.57613E+18	#hgotys since year : 2015 2015 : #bahubali1 2016 : #dangal 2017 : #bahubali2 2018 : #2point0 2019 : #avengersendgame 2020 : #tanhaji 2021 : #pushpa 2022 : #kgfchapter2 only 2 #hgotys from #bollywood.	"{'avengersendgame', 'kgfchapter2', '2', 'tanhaji', 'bahubali1', '2019', 'hgotys', 'pushpa', '2018', '2point0', '2015', '2021', 'dangal', '2017', '2020', 'bahubali2', 'bollywood', '2022', 'year', 'hgoty', '2016'}"	0	"{'avengersendgame', 'year'}"	0.9634903	0.963490307	0	0	0	0	-0.790899634	1.044434497
79	1.57589E+18	#thewomanking movie is the best movie i have seen since #avengersendgame so beautiful. #gbojito	"{'thewomanke', 'avengersendgame', 'beautiful', 'good', 'gbojito', 'movie', 'see'}"	4	"{'good', 'movie'}"	0.6762034	0.246532217	0.02612232	0.025738724	0.025403291	0.67620343	-0.532754634	1.303570975
80	1.57556E+18	happy #ponniyanselvan1 day to thamizh people all over the world. let's celebrate the chozha dynasty as indians & fall in love with kalki's vision. thanks for making it as a film mani sir previously the films for which i was this much excited are #enthiran & #avengersendgame	"{'chozha', 'avengersendgame', 'enthiran', 'mani', 'day', 'dynasty', 'film', 'kalki', 'let', 'excited', 'indians', 'previously', 'celebrate', 'world', 'ponniyanselvan1', 'thank', 'love', 'fall', 'thamizh', 'vision', 'sir', 'happy', 'people', 'make'}"	2	{'avengersendgame'}	0.96240973	0	0	0.962409735	0	0	-2.013460271	-1.650599585
81	1.57542E+18	i'm so excited to watch #ponniyinselvan in imax. last time i was so excited for a movie was #avengersendgame	"{'avengersendgame', 'ponniyinselvan', 'watch', 'imax', 'time', 'movie', 'excited'}"	1	"{'watch', 'movie'}"	0.89322615	0.027958905	0.893226147	0.027468432	0.025937799	0.025408752	1.927259172	-1.184222676
82	1.57525E+18	#avengersendgame is still a classic	"{'avengersendgame', 'classic'}"	2	{'avengersendgame'}	0.7302129	0.068136983	0.067427784	0.730212927	0.066971458	0.0672509	-1.432064007	-1.039547971
83	1.5751E+18	gamora could be #shehulk #avengers #avengersendgame #marvel #marvelstudios #marvelsavengers #guardiansofthegalaxyvol3 #justiceleague #green	"{'avengersendgame', 'marvel', 'marvelstudio', 'shehulk', 'green', 'avenger', 'marvelsavenger', 'gamora', 'guardiansofthegalaxyvol3', 'justiceleague'}"	3	{'marvel'}	0.92577386	0.018588359	0.018302703	0.018778874	0.925773859	0.018556185	0.441042658	1.762008574
84	1.57495E+18	"even after watching #avengersendgame again, i still never got what it was about that scene with all the female heroes protecting peter that got people so dang riled up about it."	"{'avengersendgame', 'watch', 'dang', 'peter', 'rile', 'scene', 'protect', 'people', 'hero', 'female'}"	3	set()	0.3600075	0.021095904	0.020407476	0.313357264	0.360007495	0.285131872	-0.593035288	0.595690339
85	1.57494E+18	the score. the musical accompaniments. all of it. every. time #avengersendgame	"{'avengersendgame', 'musical', 'score', 'time', 'accompaniment'}"	1	set()	0.5410899	0.337117642	0.541089892	0.041123755	0.040375151	0.040293593	0.853409411	-0.325972161
